ID,Segmentation
459400,0
464678,0
467328,0
464741,0
467466,0
462258,0
461539,0
459161,0
463836,1
459865,0
465576,1
464588,1
462425,1
459690,1
460817,0
465721,1
460063,1
466585,0
465952,0
461194,0
461423,1
460539,1
467516,1
463025,1
460344,0
460565,0
463043,0
459963,1
459583,0
462736,0
467636,0
460972,1
461858,0
465230,0
463608,0
461384,0
466094,0
466041,1
465349,0
465623,0
460159,0
463945,1
460738,1
459921,1
460866,0
466811,0
467698,0
463363,0
461871,0
467522,0
460379,1
464493,0
461713,1
461531,1
459957,1
466736,0
465493,1
467424,0
461252,1
466953,0
465108,0
463297,0
459396,1
465293,0
461195,0
464490,0
467078,1
467334,0
462322,0
460861,0
465567,1
461334,0
466387,0
461136,0
459434,1
462194,1
462760,0
465621,1
467639,0
465757,0
466486,1
465151,0
460095,1
465987,0
460563,0
462532,0
467148,1
464067,0
463247,1
462739,0
464582,0
461164,1
463707,1
459455,1
466174,0
460227,0
462587,1
463293,0
465937,0
463974,0
459383,1
462176,1
460015,1
459517,0
466118,1
465367,0
462639,1
460238,1
460666,1
464857,0
464159,0
462138,0
459382,1
460078,0
460868,0
464526,0
467345,1
467183,0
464191,1
467130,0
466556,0
466491,0
461563,0
463491,0
459301,0
465999,0
460304,1
459284,0
465234,0
462741,1
467589,0
465793,0
466834,1
460205,0
461567,0
467554,0
465794,0
459609,1
461869,1
461278,0
461011,0
466321,1
467685,1
467190,1
460963,1
464357,1
459510,0
460740,0
466093,1
463649,0
464656,0
466530,0
466618,0
459262,0
465429,0
462751,0
462382,0
459879,0
463314,0
462197,1
460506,1
465312,0
460274,0
465219,0
465852,1
460278,1
461990,1
465477,0
462173,1
467158,0
464502,0
461827,0
465829,0
462813,0
465444,0
462548,0
461761,0
462418,0
466865,0
459661,0
466778,1
465090,0
460381,1
462502,1
462479,0
461421,0
459717,0
463912,0
463309,0
460598,0
467801,0
464008,0
467721,1
463966,1
459683,0
465993,0
463026,0
467290,0
461930,1
462507,1
463711,1
463530,0
464627,1
461527,1
462076,1
462183,0
462616,0
464682,1
463435,0
460786,0
464448,0
459097,0
462617,0
459275,0
466823,1
466981,1
462214,1
461403,0
465638,0
459786,0
466707,1
462615,0
460981,0
459033,0
465904,1
461980,0
466787,0
459197,0
464631,0
467172,1
465394,0
463902,0
463857,0
461425,0
466992,0
467718,0
464280,1
460331,1
466425,1
467900,1
464797,1
466911,0
460339,1
460121,0
466830,0
459229,0
459752,0
464864,0
464431,0
465817,1
466619,0
466643,0
461115,0
463253,0
464413,1
467270,0
460071,1
461647,0
460747,0
467164,0
462649,0
466942,0
462881,0
462468,0
462930,0
467566,0
459041,0
464052,1
461522,0
464471,0
467956,0
466750,0
460548,0
459313,0
464747,1
463554,0
460586,0
464169,0
459897,0
459324,0
466703,0
462136,0
466569,0
460222,0
466359,0
461227,0
464331,1
460239,0
463174,1
459762,0
464105,0
459846,0
467407,1
466070,0
459622,0
465737,1
464065,0
467822,0
462427,1
466596,0
466783,0
462055,0
465830,1
461386,0
461690,0
463389,0
461638,0
463466,0
465665,1
460133,1
462982,0
459537,1
467390,0
467472,0
460675,0
465147,0
466487,0
461536,1
463140,0
466542,0
464128,0
459718,1
460762,0
459606,0
462346,1
459002,1
462572,0
465607,1
459866,0
467122,0
462440,0
466661,0
462074,0
464154,0
464199,1
463934,0
463111,1
466163,1
460721,0
466186,0
460310,0
462122,1
463717,0
460759,1
461274,0
462229,0
459198,0
460171,0
465138,1
465118,0
467489,0
464832,1
463565,0
459863,0
463689,1
460160,1
461497,0
466481,1
460636,0
459614,1
461987,0
466847,0
463299,0
464865,0
465209,0
467887,1
460479,1
463739,0
461175,0
466975,0
467881,1
464473,0
460438,0
463394,0
460875,1
467344,1
461357,0
461974,0
467388,1
463171,0
461568,0
461896,0
461002,1
461345,0
466946,0
466861,0
465633,0
460735,0
467149,0
463474,0
460128,0
463071,1
466119,1
465741,0
466760,0
459282,0
465088,0
461256,0
463192,1
467460,0
465084,0
460250,0
459755,0
466872,1
461524,1
462607,1
460761,0
462470,1
467756,0
460775,0
466248,1
460390,1
467278,0
462996,0
459227,0
461786,0
460258,0
462625,1
462511,0
461222,0
461689,1
461569,0
460202,1
465540,1
459989,0
465311,0
463158,0
462536,0
459815,1
463947,0
463060,1
465103,0
462767,0
462245,0
467643,1
462021,1
462334,0
461842,0
464215,1
464811,1
460751,1
463144,0
461420,1
464336,0
459426,0
460225,0
463431,0
466909,0
465549,0
460261,0
461580,1
466620,0
459896,1
463413,1
462571,0
464733,0
466957,0
460677,0
463745,0
461839,0
465308,0
466011,0
462164,0
463101,0
466235,0
467918,0
459512,0
467933,0
466180,1
461218,0
462932,0
463180,1
464121,1
466529,1
460037,1
467007,0
459735,1
464861,0
463985,1
465527,0
461109,0
467160,0
460541,0
461454,0
459945,0
461260,0
461838,0
465877,0
459961,0
464601,0
466886,0
460985,0
464758,1
464115,1
459077,0
465601,0
467779,0
463737,0
464402,1
463138,0
467318,1
460938,1
459550,0
460611,0
462091,0
465157,0
467892,0
460497,1
463531,0
461504,0
467700,0
464683,1
464228,0
462235,1
465491,1
462306,0
461060,0
459716,0
464509,0
467597,1
467622,0
462195,0
461988,0
463980,1
464144,0
461236,0
467170,1
459204,0
465426,0
461733,0
465449,1
465034,0
466443,0
465641,0
467506,0
466395,0
467449,1
467784,1
461297,0
464137,0
462798,0
461040,1
466158,1
466607,0
466816,0
460322,1
462345,0
460753,0
459420,1
464045,1
459220,0
466915,0
461961,1
466072,0
464397,0
459864,0
465443,1
466380,1
460112,1
459728,0
467526,0
467330,0
467155,0
462248,0
464233,0
460737,0
462113,0
461797,0
459460,1
467134,0
467225,0
459920,0
464501,0
466662,0
461292,0
467632,0
467798,0
467657,0
461265,0
463269,0
467098,1
467575,0
461140,0
463116,0
465872,0
460492,0
460635,1
462384,0
464148,0
466056,1
467778,0
462070,0
467410,1
462065,1
465269,0
465708,0
463395,0
467614,0
462523,1
464781,0
464796,1
462301,0
466560,1
459548,1
460801,1
463471,0
467557,0
462297,1
461078,0
460987,0
465943,0
461283,0
467775,1
464325,0
463704,1
460140,1
466531,0
460844,0
467321,0
466896,0
461981,0
466507,0
467497,0
461098,1
463792,1
461422,0
467848,1
459405,0
466367,1
464619,0
464872,1
466889,0
463675,1
465912,0
463149,0
464139,0
463387,0
465528,1
463499,1
461393,0
461862,1
465480,0
465761,1
461016,0
465212,0
463885,0
464487,1
465548,1
461769,1
464363,1
461415,1
460026,0
466745,0
463968,1
459193,1
467717,1
462807,0
464118,1
459977,1
461994,0
462905,1
463285,0
461927,0
460187,1
467261,0
465002,0
467695,0
467553,0
464993,0
465719,1
467536,1
461545,0
465405,0
462179,0
467291,0
466407,1
464985,0
464246,0
459456,1
465963,0
461189,1
463295,0
466494,0
462159,1
462391,0
459210,0
464201,0
466386,1
461466,0
460918,0
465268,0
461262,0
466303,0
459159,1
461142,1
467304,0
459743,0
467063,0
462853,0
463047,0
463514,0
465338,0
462308,1
459351,0
463275,1
461695,0
464296,1
462395,0
466410,0
467097,0
462585,1
459333,0
459462,0
466888,1
464505,0
462320,0
463216,1
460778,1
464687,0
467670,0
460377,1
466598,1
463405,0
461572,0
459115,0
459325,0
464787,1
463602,0
462594,1
462108,1
465354,0
466676,0
460770,0
460776,1
459001,0
466928,0
459965,1
467904,1
460803,0
467480,0
463089,0
465547,1
460784,0
465843,1
461754,0
466020,1
461609,0
461909,0
466432,1
464883,1
460780,0
466150,0
463982,0
463334,0
465309,0
467036,1
463291,0
463773,0
462057,0
463845,0
460373,0
460904,1
463778,0
462723,0
461024,1
459955,1
461366,0
461148,0
465639,0
466438,1
463736,0
465804,1
466001,1
466236,1
464705,1
464393,0
460289,0
460388,1
460996,1
466657,0
465666,1
462030,1
461325,1
460795,0
460664,0
460023,1
464952,1
464545,1
464508,0
467661,0
460242,0
461089,0
463545,0
462576,0
459360,0
459267,0
464263,1
464170,1
467189,0
462653,0
459021,1
462515,0
465945,0
465463,0
459894,0
465973,0
466622,1
463931,0
462152,0
463956,0
462788,0
462938,0
464241,0
463274,0
460362,0
462081,0
460279,1
467950,1
463509,1
467659,0
467329,1
461234,0
467486,0
460741,0
460343,0
461184,0
462916,0
466489,0
467583,1
463284,1
464193,1
460554,0
462318,0
459997,1
467322,0
465392,0
461552,0
460189,0
465248,0
467033,0
464848,1
467456,0
460041,0
463485,0
464607,0
462315,0
465259,0
459234,1
460275,0
461434,0
467359,0
462670,1
463365,0
462555,0
462084,0
463399,0
461125,1
467079,1
462621,1
460724,0
462983,0
460645,1
459695,0
464295,0
462663,1
460518,0
459255,0
467169,0
467504,0
462791,0
460590,0
460215,1
461895,1
463380,1
464893,1
466351,0
466998,0
462605,1
463175,1
460327,1
465438,0
464242,1
464606,0
460483,0
464204,0
462543,1
461338,0
462086,1
463079,0
465555,1
464523,0
459756,1
466708,1
465466,0
461251,0
467049,0
462709,0
466604,0
467307,0
460003,1
464898,0
466938,0
462385,0
461473,0
460579,0
459106,0
465786,0
461691,0
461030,0
466058,1
465734,1
465566,0
466870,0
466533,1
464231,0
465005,0
459236,0
459095,1
465204,0
462970,1
467753,0
459274,0
462073,1
463804,0
459403,0
464722,1
463699,0
463250,1
461414,0
459908,1
464235,0
463827,0
466894,0
464211,0
464028,0
461648,0
467259,0
466880,0
465188,0
459511,0
465752,0
460902,1
462953,0
461616,1
462047,0
462942,0
463097,0
464223,0
459810,0
463875,1
466345,0
467008,0
463280,0
462498,0
459369,1
462990,0
465512,0
459627,1
460315,1
460276,1
465011,0
464283,1
466658,0
466270,0
466383,0
461947,0
462189,0
464842,1
461132,0
458988,0
467816,0
462045,0
466251,0
464920,1
461186,0
465371,1
465235,0
464921,1
466479,0
467198,0
465176,0
462777,0
459534,0
466779,0
466711,0
467895,0
463628,1
466910,1
463044,0
459143,0
463329,0
466497,1
467355,0
460076,1
467431,0
461820,0
467331,0
466408,1
461430,0
466663,1
462779,0
465329,0
462763,0
459668,0
461439,0
460395,0
466115,1
465605,1
462119,1
462120,0
465122,0
460183,1
466478,0
464498,0
466667,0
460166,0
460018,0
462524,1
460057,1
463532,0
462613,1
462396,0
461352,0
461745,1
459480,1
465450,0
466885,0
459814,0
459402,0
465725,0
460568,1
466652,0
467684,0
467047,1
461100,0
466106,0
462428,0
461172,1
460929,0
461624,0
465908,1
462040,0
466904,0
460013,1
467151,1
459919,0
466905,0
467936,0
462002,1
464260,0
464179,0
466188,0
461738,0
462811,0
463088,0
459576,1
462154,0
463757,1
466678,0
459687,0
463135,0
462547,0
461976,0
464184,0
464566,0
467674,0
463411,0
464836,0
465492,1
465764,1
467631,0
460114,0
463662,0
465196,1
464671,0
466369,1
460588,0
463344,0
461259,1
460979,1
462406,0
465532,0
463045,0
459991,1
460463,1
461063,1
466454,0
463693,0
460113,0
465846,1
461835,0
466382,0
466238,0
464901,1
465855,1
461411,0
463743,1
465930,1
465860,0
460597,0
466131,1
463928,0
461825,1
465239,0
464553,0
461718,0
466046,1
465844,1
465117,0
462772,0
466650,0
461054,0
465096,1
467928,0
466664,0
463357,1
467953,1
463515,0
460096,1
465515,0
459587,1
465816,1
464433,1
467668,0
459126,0
459484,0
467018,0
460164,1
459054,0
460704,1
465578,0
461500,0
460976,0
467020,0
459073,0
460062,1
464186,0
461087,0
466049,0
461253,0
463102,1
465340,1
460793,1
464602,0
459134,0
460437,1
461018,0
461486,0
459237,1
460360,1
467369,1
461418,1
464275,0
461965,0
459549,0
466770,1
460540,0
462987,0
467342,1
460259,0
459494,1
463844,0
460141,1
464942,0
458999,0
467475,0
461800,1
461578,0
466472,1
467305,0
459878,0
461019,0
465518,0
465013,0
459209,0
459101,1
465989,0
466269,0
464546,1
461612,0
465218,0
460964,0
460663,0
460617,0
467951,0
465836,0
460551,0
460212,1
465306,0
467860,0
463708,1
462132,0
460046,0
464378,0
460448,1
466343,0
465856,0
462044,0
467857,0
460402,1
462799,0
459315,0
465911,1
466624,0
459393,0
466948,0
466701,1
465415,1
464570,1
466716,1
467751,0
466932,1
467467,0
465882,1
467436,0
461192,0
460805,0
459616,0
466430,1
462771,0
465797,0
461615,0
460906,0
463233,0
461627,1
459165,0
460429,0
464990,0
462701,0
462850,0
460256,0
463304,1
463661,0
459125,1
463103,0
460662,1
467309,1
466505,0
460955,0
465241,0
460668,0
462893,0
461941,0
461017,1
459671,0
465035,0
459230,0
459603,0
463819,1
459247,0
465751,0
466973,0
462801,0
462098,0
460484,0
464426,0
461711,1
466034,1
467471,0
464038,1
461102,0
463019,0
465762,1
463866,0
462010,1
462169,0
467551,0
465702,0
460742,0
466304,0
459486,0
459330,0
465853,1
467912,1
461050,0
463338,0
466535,1
467425,1
467795,0
467139,1
460763,0
461459,1
467550,0
466411,0
467280,0
462288,0
460229,0
464323,1
463862,0
467447,0
467949,0
466876,0
465551,0
461686,0
467319,0
465680,0
467880,0
460240,1
461891,0
461205,0
464905,1
467815,0
459714,0
467533,1
459281,1
459114,0
461583,0
467211,1
460769,0
467494,0
465859,0
461134,0
461216,1
459407,1
467311,0
463622,0
464542,0
461720,0
464255,0
467508,0
466120,0
464556,1
466924,0
460361,0
463595,0
463721,0
460573,0
467615,1
460312,1
460210,0
459523,0
463888,0
463106,1
461629,0
460604,1
460308,0
467088,0
464675,1
464124,1
463090,0
463375,1
460465,1
459528,0
466423,1
467689,0
459224,0
466552,0
464649,1
463858,0
461095,0
459239,1
467105,1
462177,1
463991,0
464210,0
467400,0
466974,0
465739,1
460864,0
467723,1
462060,0
467840,0
466564,0
460032,1
464729,0
467640,1
459898,0
465303,0
459050,0
462135,0
460152,0
459499,0
460567,1
462175,1
466073,1
466286,0
464306,1
467276,1
463981,1
460930,1
459201,0
460001,0
465156,0
459836,0
462705,0
461834,1
460560,0
